Format,Catalog,ScientificName,CommonName,Male,Female,Adult,Immature,Call,Song,Mechanical,Behaviors,Environmental,FX,People/Interview,ERSubtitles,FXSubtitles,PplSubtitles,Country,State,Locality,Latitude,Longitude,Captive,RecordistLast,RecordistFirst,RecordistMiddle,Year,Month,Day,Time,Length,Quality
Audio ,46988,Cercomacra tyrannina , Dusky Antbird,,,,,,,,,,,,,,,Brazil,Amazonas,,,,,Bierregaard,Richard,,,,,,3:00,3
Audio ,46991,Cercomacra tyrannina , Dusky Antbird,,,,,,,,,,,,,,,Brazil,Amazonas,,,,,Bierregaard,Richard,,,,,,1:29,3
Audio ,169840,Thamnophilus doliatus capistratus , Barred Antshrike (Caatinga),Y,Y,Y,,,,,,,,,,,,Brazil,Bahia,,-12.9333333,-41.65,,Macaulay,Linda,,2012,4,15,,4:42,2
Audio ,171394,Thamnophilus doliatus , Barred Antshrike,Y,,Y,,,Y,,song,,,,,,,Venezuela,Guárico,,8.5718552,-67.5822258,,McGowan,Jay,,2012,12,27,0629,5:41,3
Audio ,178107,Cercomacra tyrannina , Dusky Antbird,,,,,,Y,,song,,,,,,,Venezuela,,,,,,Areta,Juan,,2006,11,21,,3:14,2
Audio ,177559,Taraba major , Great Antshrike,,,,,,Y,,song,,,,,,,Argentina,Entre Ríos,,-32.15,-60.6333333,,Jordan,Emilio,,2013,2,7,0643,1:24,2
Audio ,177558,Taraba major , Great Antshrike,,,,,Y,Y,,call;song,,,,,,,Argentina,Entre Ríos,,-32.15,-60.6333333,,Jordan,Emilio,,2013,2,7,0640,1:35,2
Audio ,185748,Cercomacra tyrannina , Dusky Antbird,Y,,Y,,,Y,,song,,,,,,,Costa Rica,Heredia,,10.422,-84.015,,Zyskowski,Krzysztof,,2001,3,19,650,:51,3
Audio ,184128,Thamnophilus doliatus , Barred Antshrike,Y,Y,Y,,,Y,,Aggression/defense;advertise;song,,,,,,,Costa Rica,Heredia,,10.4333333,-83.9833333,,Marantz,Curtis,,1995,4,10,0612,1:31,2
Audio ,184339,Thamnophilus doliatus , Barred Antshrike,Y,,Y,,,Y,,counter singing;song,,,,,,,Mexico,Veracruz,,,,,Gulson,Eric,,2013,7,26,0913,1:14,3
Audio ,184120,Cercomacra tyrannina , Dusky Antbird,Y,,Y,,,Y,,advertise;song,,,,,,,Costa Rica,Heredia,,10.4333333,-83.9833333,,Marantz,Curtis,,1995,4,9,0710,1:23,3
Audio ,184824,Thamnophilus doliatus , Barred Antshrike,Y,Y,Y,,,Y,,advertise;song,,,,,,,Mexico,Tamaulipas,,23.1275,-99.1385,,Donahue,Paul,,1994,5,8,1623,1:51,2
Audio ,184893,Thamnophilus doliatus , Barred Antshrike,,,,,Y,,,call,,,,,,,Paraguay,Canindeyú,,-24.1680556,-55.55,,Donahue,Paul,,1995,4,19,1455,:09,1
Audio ,182576,Taraba major , Great Antshrike,Y,,Y,,,Y,,song,,,,,,,Suriname,Sipaliwini,,3.9868301,-56.1071777,,Davis,Thomas,,1979,2,5,715,1:12,2
Audio ,184130,Thamnophilus doliatus , Barred Antshrike,Y,Y,Y,,Y,Y,,advertise;call;song,,,,,,,Costa Rica,Heredia,,10.4333333,-83.9833333,,Marantz,Curtis,,1995,4,10,0624,2:21,2
Audio ,184157,Cercomacra tyrannina , Dusky Antbird,,,Y,,,Y,,advertise;song,,,,,,,Costa Rica,Heredia,,10.4333333,-83.9833333,,Marantz,Curtis,,1995,4,12,0834,2:04,2
Audio ,184788,Cercomacra tyrannina , Dusky Antbird,,,,,Y,Y,,call;song;subsong,,,,,,,Costa Rica,Heredia,,10.4288,-84.0128,,Ross,"David L., Jr.",,1996,5,23,1005,3:42,3
Audio ,184843,Thamnophilus doliatus , Barred Antshrike,Y,,Y,,,Y,,advertise;song,,,,,,,Paraguay,Central,,-25.295278,-57.414722,,Donahue,Paul,,1995,2,23,1136,1:03,2
Audio ,184161,Taraba major , Great Antshrike,,,Y,,,Y,,advertise;forage;song,,,,,,,Costa Rica,Heredia,,10.4333333,-83.9833333,,Marantz,Curtis,,1995,4,12,0929,2:22,2
Audio ,178416,Cercomacra tyrannina , Dusky Antbird,Y,,Y,,,Y,,song,,,,,,,Venezuela,Bolívar,,7.061,-61.47512,,McGowan,Jay,W,2013,12,19,0913,2:51,3
Audio ,187941,Taraba major , Great Antshrike,,,Y,,Y,,,call,,,,,,,Peru,Madre de Dios,,-12.121403,-71.089097,,Donahue,Paul,K,1991,8,14,703,4:00,4
Audio ,185716,Thamnophilus doliatus intermedius,,Y,Y,Y,,Y,Y,,call;song,,,,,,,El Salvador,Morazán,,13.762,-88.2,,Zyskowski,Krzysztof,,2001,7,10,710,1:08,3
Audio ,178426,Cercomacra tyrannina , Dusky Antbird,Y,,Y,,,Y,,song,,,,,,,Venezuela,Bolívar,,7.061,-61.47512,,McGowan,Jay,W,2013,12,19,0911,:40,2
